activity_id,date,deal_id,owner,activity_type,outcome,duration_min
ACT-000836,2026-01-16,D-00435,Diego (AE),Email,Connected,0
ACT-000837,2025-05-07,D-00501,Ana (AE),Call,Demo Scheduled,27
ACT-000838,2025-05-30,D-00241,Diego (AE),Email,Follow-up,0
ACT-000839,2025-02-09,D-00002,Diego (AE),Meeting,No Answer,14
ACT-000840,2025-08-22,D-00236,Ana (AE),Email,Connected,0
ACT-000841,2025-05-16,D-00310,Diego (AE),Call,No Answer,28
ACT-000842,2026-02-08,D-00436,Diego (AE),Email,No Answer,0
ACT-000843,2026-01-03,D-00493,Bruno (AE),Email,Sent Proposal,0
ACT-000844,2025-11-19,D-00184,Bruno (AE),Email,Follow-up,0
ACT-000845,2025-06-21,D-00109,Ana (AE),WhatsApp,No Answer,0
ACT-000846,2025-04-25,D-00104,Eva (SDR),WhatsApp,Connected,0
ACT-000847,2025-11-18,D-00327,Carla (AE),Meeting,No Answer,63
ACT-000848,2025-08-20,D-00012,Eva (SDR),Meeting,Follow-up,59
ACT-000849,2025-12-11,D-00056,Ana (AE),Email,Follow-up,0
ACT-000850,2025-08-12,D-00119,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-000851,2025-01-22,D-00515,Carla (AE),WhatsApp,Follow-up,0
ACT-000852,2026-01-18,D-00374,Diego (AE),WhatsApp,Sent Proposal,0
ACT-000853,2024-10-10,D-00393,Diego (AE),Call,No Answer,38
ACT-000854,2025-05-28,D-00203,Bruno (AE),WhatsApp,Follow-up,0
ACT-000855,2026-02-16,D-00466,Carla (AE),Call,Connected,20
ACT-000856,2025-12-31,D-00502,Diego (AE),Email,Demo Scheduled,0
ACT-000857,2024-11-18,D-00379,Bruno (AE),Email,Follow-up,0
ACT-000858,2026-01-12,D-00025,Carla (AE),Email,Connected,0
ACT-000859,2024-10-03,D-00428,Bruno (AE),Email,Connected,0
ACT-000860,2025-05-16,D-00037,Eva (SDR),Call,Follow-up,73
ACT-000861,2026-01-26,D-00406,Ana (AE),Call,Follow-up,21
ACT-000862,2025-05-07,D-00149,Ana (AE),Email,Connected,0
ACT-000863,2025-02-28,D-00470,Bruno (AE),Call,Demo Scheduled,72
ACT-000864,2024-10-03,D-00470,Bruno (AE),Call,No Answer,23
ACT-000865,2025-04-19,D-00104,Eva (SDR),Meeting,Follow-up,48
ACT-000866,2025-05-13,D-00310,Diego (AE),Email,Connected,0
ACT-000867,2024-12-27,D-00264,Diego (AE),WhatsApp,No Answer,0
ACT-000868,2025-01-18,D-00120,Ana (AE),Meeting,Sent Proposal,70
ACT-000869,2025-06-01,D-00250,Carla (AE),Email,No Answer,0
ACT-000870,2025-03-18,D-00448,Eva (SDR),WhatsApp,Demo Scheduled,0
ACT-000871,2025-03-29,D-00284,Bruno (AE),Meeting,Follow-up,28
ACT-000872,2024-12-08,D-00292,Carla (AE),Call,Connected,58
ACT-000873,2026-02-08,D-00133,Carla (AE),Email,Follow-up,0
ACT-000874,2025-05-29,D-00326,Ana (AE),Call,Connected,46
ACT-000875,2025-11-21,D-00227,Diego (AE),Meeting,Follow-up,63
ACT-000876,2025-10-03,D-00431,Ana (AE),Email,No Answer,0
ACT-000877,2025-05-26,D-00013,Eva (SDR),Email,No Answer,0
ACT-000878,2026-02-09,D-00456,Diego (AE),Email,Follow-up,0
ACT-000879,2025-11-26,D-00216,Diego (AE),Meeting,Follow-up,37
ACT-000880,2025-03-10,D-00413,Diego (AE),Meeting,Follow-up,15
ACT-000881,2025-12-27,D-00499,Bruno (AE),Call,Follow-up,72
ACT-000882,2024-12-01,D-00379,Bruno (AE),Email,No Answer,0
ACT-000883,2024-12-20,D-00479,Eva (SDR),Call,Follow-up,50
ACT-000884,2025-08-09,D-00442,Ana (AE),Demo,Connected,41
ACT-000885,2025-10-20,D-00503,Carla (AE),Email,Follow-up,0
ACT-000886,2025-09-07,D-00388,Bruno (AE),Demo,Connected,55
ACT-000887,2026-01-06,D-00224,Ana (AE),Demo,Follow-up,27
ACT-000888,2026-02-05,D-00163,Diego (AE),WhatsApp,Follow-up,0
ACT-000889,2026-02-05,D-00411,Diego (AE),Email,Demo Scheduled,0
ACT-000890,2026-02-16,D-00429,Ana (AE),Meeting,No Answer,51
ACT-000891,2025-05-14,D-00109,Ana (AE),Meeting,Follow-up,33
ACT-000892,2025-10-15,D-00414,Eva (SDR),WhatsApp,Connected,0
ACT-000893,2025-09-03,D-00461,Eva (SDR),Demo,Connected,41
ACT-000894,2025-07-26,D-00004,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-000895,2025-05-03,D-00177,Diego (AE),Email,Follow-up,0
ACT-000896,2026-01-16,D-00429,Ana (AE),Call,Connected,33
ACT-000897,2026-02-17,D-00142,Carla (AE),Demo,Follow-up,57
ACT-000898,2025-07-22,D-00024,Bruno (AE),Meeting,Connected,65
ACT-000899,2025-03-11,D-00094,Diego (AE),Call,Follow-up,54
ACT-000900,2025-10-23,D-00198,Eva (SDR),Email,Follow-up,0
ACT-000901,2025-08-03,D-00246,Bruno (AE),Email,Follow-up,0
ACT-000902,2025-05-23,D-00205,Bruno (AE),Call,Connected,8
ACT-000903,2025-05-11,D-00212,Ana (AE),Email,Connected,0
ACT-000904,2026-01-03,D-00455,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-000905,2025-06-07,D-00513,Bruno (AE),WhatsApp,Demo Scheduled,0
ACT-000906,2024-12-14,D-00164,Bruno (AE),Email,Sent Proposal,0
ACT-000907,2025-07-05,D-00008,Carla (AE),Meeting,No Answer,71
ACT-000908,2025-07-24,D-00482,Bruno (AE),Call,No Answer,38
ACT-000909,2026-02-18,D-00124,Diego (AE),Meeting,Follow-up,8
ACT-000910,2025-06-20,D-00450,Carla (AE),WhatsApp,Connected,0
ACT-000911,2026-02-17,D-00408,Eva (SDR),WhatsApp,Demo Scheduled,0
ACT-000912,2025-08-20,D-00373,Ana (AE),WhatsApp,Follow-up,0
ACT-000913,2026-01-09,D-00451,Ana (AE),WhatsApp,Connected,0
ACT-000914,2025-05-21,D-00269,Carla (AE),WhatsApp,Connected,0
ACT-000915,2025-08-06,D-00174,Carla (AE),Email,No Answer,0
ACT-000916,2025-07-17,D-00249,Diego (AE),Call,Connected,14
ACT-000917,2025-01-26,D-00470,Bruno (AE),WhatsApp,Demo Scheduled,0
ACT-000918,2025-01-21,D-00351,Carla (AE),Meeting,No Answer,62
ACT-000919,2026-01-27,D-00265,Bruno (AE),Email,Connected,0
ACT-000920,2025-03-21,D-00144,Ana (AE),Meeting,Connected,52
ACT-000921,2025-06-02,D-00372,Ana (AE),Email,Follow-up,0
ACT-000922,2026-01-20,D-00313,Diego (AE),WhatsApp,Follow-up,0
ACT-000923,2024-12-25,D-00159,Carla (AE),Call,Connected,54
ACT-000924,2025-02-03,D-00264,Diego (AE),Call,Connected,43
ACT-000925,2025-05-08,D-00152,Bruno (AE),Call,No Answer,70
ACT-000926,2025-06-21,D-00416,Ana (AE),Meeting,Connected,49
ACT-000927,2026-02-17,D-00160,Ana (AE),Demo,No Answer,52
ACT-000928,2025-08-07,D-00388,Bruno (AE),Meeting,Demo Scheduled,66
ACT-000929,2026-02-06,D-00180,Ana (AE),Demo,Connected,13
ACT-000930,2025-01-03,D-00351,Carla (AE),Email,Connected,0
ACT-000931,2026-02-03,D-00285,Eva (SDR),WhatsApp,Demo Scheduled,0
ACT-000932,2025-09-05,D-00202,Carla (AE),Email,Follow-up,0
ACT-000933,2025-07-12,D-00013,Eva (SDR),Demo,Follow-up,51
ACT-000934,2025-07-16,D-00034,Ana (AE),Meeting,Sent Proposal,69
ACT-000935,2025-12-08,D-00069,Ana (AE),Meeting,Follow-up,73
ACT-000936,2025-05-22,D-00082,Eva (SDR),Email,Follow-up,0
ACT-000937,2024-11-10,D-00251,Ana (AE),WhatsApp,Connected,0
ACT-000938,2024-11-03,D-00251,Ana (AE),Meeting,No Answer,10
ACT-000939,2026-02-17,D-00273,Eva (SDR),Email,Follow-up,0
ACT-000940,2024-11-13,D-00066,Ana (AE),Meeting,Connected,34
ACT-000941,2025-10-16,D-00250,Carla (AE),WhatsApp,No Answer,0
ACT-000942,2025-04-04,D-00101,Ana (AE),Demo,Connected,14
ACT-000943,2025-10-06,D-00202,Carla (AE),Call,Connected,30
ACT-000944,2025-02-03,D-00103,Bruno (AE),Meeting,Follow-up,43
ACT-000945,2025-08-12,D-00010,Ana (AE),Email,Sent Proposal,0
ACT-000946,2024-10-20,D-00454,Eva (SDR),Meeting,Follow-up,63
ACT-000947,2026-01-16,D-00001,Ana (AE),WhatsApp,Follow-up,0
ACT-000948,2025-09-12,D-00505,Ana (AE),Email,No Answer,0
ACT-000949,2025-10-15,D-00291,Ana (AE),Email,Follow-up,0
ACT-000950,2026-01-08,D-00350,Bruno (AE),Meeting,Follow-up,61
ACT-000951,2025-06-20,D-00115,Bruno (AE),Email,No Answer,0
ACT-000952,2025-08-21,D-00482,Bruno (AE),Call,Connected,60
ACT-000953,2025-01-13,D-00312,Ana (AE),Demo,No Answer,73
ACT-000954,2025-01-16,D-00188,Eva (SDR),WhatsApp,Demo Scheduled,0
ACT-000955,2026-01-22,D-00219,Carla (AE),Meeting,No Answer,72
ACT-000956,2025-08-09,D-00484,Eva (SDR),Meeting,Sent Proposal,31
ACT-000957,2025-02-13,D-00159,Carla (AE),Call,Demo Scheduled,26
ACT-000958,2025-09-20,D-00162,Eva (SDR),Meeting,No Answer,71
ACT-000959,2025-12-11,D-00486,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-000960,2025-12-03,D-00276,Bruno (AE),Demo,No Answer,43
ACT-000961,2025-01-19,D-00380,Bruno (AE),Email,Follow-up,0
ACT-000962,2025-03-11,D-00323,Diego (AE),Email,Follow-up,0
ACT-000963,2024-09-30,D-00428,Bruno (AE),WhatsApp,No Answer,0
ACT-000964,2025-05-08,D-00419,Bruno (AE),Meeting,Connected,63
ACT-000965,2025-11-03,D-00281,Eva (SDR),WhatsApp,Connected,0
ACT-000966,2025-05-12,D-00263,Eva (SDR),WhatsApp,Connected,0
ACT-000967,2025-09-01,D-00438,Diego (AE),Email,Follow-up,0
ACT-000968,2025-04-26,D-00205,Bruno (AE),Meeting,No Answer,40
ACT-000969,2025-12-28,D-00110,Diego (AE),Call,No Answer,66
ACT-000970,2025-04-28,D-00482,Bruno (AE),WhatsApp,No Answer,0
ACT-000971,2025-12-02,D-00499,Bruno (AE),Email,Follow-up,0
ACT-000972,2025-03-28,D-00385,Eva (SDR),Call,Follow-up,40
ACT-000973,2025-01-05,D-00379,Bruno (AE),Demo,Connected,22
ACT-000974,2025-02-01,D-00076,Bruno (AE),Demo,Follow-up,24
ACT-000975,2025-12-17,D-00155,Diego (AE),Meeting,Follow-up,61
ACT-000976,2025-01-21,D-00252,Ana (AE),Meeting,Demo Scheduled,38
ACT-000977,2026-01-16,D-00299,Carla (AE),Call,Demo Scheduled,13
ACT-000978,2025-09-03,D-00322,Ana (AE),Demo,No Answer,32
ACT-000979,2025-02-24,D-00189,Bruno (AE),Email,No Answer,0
ACT-000980,2025-07-21,D-00342,Bruno (AE),Meeting,Follow-up,37
ACT-000981,2025-06-04,D-00024,Bruno (AE),Call,No Answer,55
ACT-000982,2025-10-12,D-00499,Bruno (AE),WhatsApp,Connected,0
ACT-000983,2025-01-24,D-00383,Bruno (AE),Meeting,Sent Proposal,69
ACT-000984,2026-02-18,D-00335,Carla (AE),Email,No Answer,0
ACT-000985,2026-02-06,D-00069,Ana (AE),Call,Connected,19
ACT-000986,2026-02-09,D-00163,Diego (AE),Meeting,Demo Scheduled,64
ACT-000987,2024-12-14,D-00196,Bruno (AE),WhatsApp,No Answer,0
ACT-000988,2025-03-20,D-00284,Bruno (AE),Email,Demo Scheduled,0
ACT-000989,2025-04-03,D-00156,Bruno (AE),Call,Follow-up,48
ACT-000990,2025-03-31,D-00465,Eva (SDR),WhatsApp,Follow-up,0
ACT-000991,2025-11-05,D-00443,Diego (AE),Email,Connected,0
ACT-000992,2025-10-24,D-00400,Bruno (AE),Call,No Answer,24
ACT-000993,2024-12-20,D-00266,Bruno (AE),Meeting,Demo Scheduled,73
ACT-000994,2025-08-23,D-00469,Diego (AE),WhatsApp,Follow-up,0
ACT-000995,2025-09-19,D-00364,Ana (AE),Call,Demo Scheduled,31
ACT-000996,2025-10-15,D-00316,Eva (SDR),Call,Follow-up,10
ACT-000997,2026-01-11,D-00131,Carla (AE),Email,Connected,0
ACT-000998,2025-01-13,D-00323,Diego (AE),Meeting,Connected,25
ACT-000999,2025-10-25,D-00435,Diego (AE),Call,Sent Proposal,50
ACT-001000,2025-10-10,D-00028,Ana (AE),Demo,Sent Proposal,20
ACT-001001,2025-03-19,D-00385,Eva (SDR),Email,Follow-up,0
ACT-001002,2025-12-07,D-00214,Eva (SDR),Call,No Answer,30
ACT-001003,2025-07-06,D-00211,Ana (AE),Meeting,Connected,27
ACT-001004,2025-08-10,D-00519,Ana (AE),WhatsApp,Connected,0
ACT-001005,2024-12-27,D-00215,Ana (AE),Demo,Follow-up,50
ACT-001006,2025-12-07,D-00325,Carla (AE),Call,Sent Proposal,69
ACT-001007,2025-08-08,D-00369,Ana (AE),Email,Connected,0
ACT-001008,2025-04-04,D-00468,Bruno (AE),Call,Demo Scheduled,56
ACT-001009,2024-12-17,D-00103,Bruno (AE),Email,No Answer,0
ACT-001010,2025-10-12,D-00067,Carla (AE),Demo,Follow-up,34
ACT-001011,2026-02-03,D-00087,Ana (AE),Demo,Connected,40
ACT-001012,2025-05-15,D-00332,Carla (AE),Call,Connected,6
ACT-001013,2025-04-27,D-00132,Ana (AE),Call,Follow-up,9
ACT-001014,2025-11-30,D-00063,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-001015,2025-12-04,D-00301,Diego (AE),Meeting,Demo Scheduled,58
ACT-001016,2025-05-22,D-00177,Diego (AE),Demo,Sent Proposal,28
ACT-001017,2026-01-18,D-00374,Diego (AE),WhatsApp,Connected,0
ACT-001018,2025-07-25,D-00209,Ana (AE),Email,No Answer,0
ACT-001019,2026-02-07,D-00272,Eva (SDR),Email,Demo Scheduled,0
ACT-001020,2025-10-27,D-00340,Bruno (AE),Demo,Connected,23
ACT-001021,2024-12-14,D-00418,Carla (AE),Meeting,Demo Scheduled,72
ACT-001022,2025-06-14,D-00174,Carla (AE),Call,No Answer,33
ACT-001023,2025-11-05,D-00095,Ana (AE),Demo,Connected,65
ACT-001024,2025-07-03,D-00476,Bruno (AE),Demo,Follow-up,22
ACT-001025,2026-01-23,D-00001,Ana (AE),Email,Demo Scheduled,0
ACT-001026,2025-01-08,D-00264,Diego (AE),Email,Follow-up,0
ACT-001027,2026-01-27,D-00099,Carla (AE),Email,Demo Scheduled,0
ACT-001028,2026-01-02,D-00201,Bruno (AE),Call,Connected,23
ACT-001029,2024-11-13,D-00231,Eva (SDR),WhatsApp,Follow-up,0
ACT-001030,2025-11-02,D-00290,Bruno (AE),Call,Connected,28
ACT-001031,2025-10-11,D-00309,Diego (AE),WhatsApp,No Answer,0
ACT-001032,2025-02-07,D-00274,Eva (SDR),Email,No Answer,0
ACT-001033,2025-05-29,D-00149,Ana (AE),WhatsApp,Demo Scheduled,0
ACT-001034,2025-09-15,D-00395,Carla (AE),WhatsApp,Sent Proposal,0
ACT-001035,2026-01-23,D-00015,Bruno (AE),Meeting,Demo Scheduled,35
ACT-001036,2025-11-14,D-00166,Diego (AE),Email,Follow-up,0
ACT-001037,2025-06-04,D-00496,Ana (AE),Call,Demo Scheduled,56
ACT-001038,2025-10-22,D-00463,Ana (AE),Email,Connected,0
ACT-001039,2025-10-22,D-00451,Ana (AE),WhatsApp,Follow-up,0
ACT-001040,2025-06-20,D-00346,Ana (AE),Demo,Connected,48
ACT-001041,2026-02-18,D-00500,Bruno (AE),Meeting,Follow-up,48
ACT-001042,2025-12-19,D-00270,Ana (AE),WhatsApp,No Answer,0
ACT-001043,2025-04-22,D-00027,Diego (AE),Call,Connected,63
ACT-001044,2025-04-22,D-00114,Eva (SDR),Meeting,Connected,49
ACT-001045,2025-01-07,D-00315,Ana (AE),Email,Sent Proposal,0
ACT-001046,2026-02-10,D-00085,Eva (SDR),Call,Demo Scheduled,70
ACT-001047,2025-03-28,D-00200,Carla (AE),WhatsApp,Connected,0
ACT-001048,2025-07-16,D-00018,Carla (AE),WhatsApp,No Answer,0
ACT-001049,2025-06-02,D-00156,Bruno (AE),Demo,Follow-up,73
ACT-001050,2025-08-05,D-00372,Ana (AE),Call,Sent Proposal,72
ACT-001051,2026-01-19,D-00171,Carla (AE),Call,Follow-up,33
ACT-001052,2025-05-27,D-00156,Bruno (AE),Demo,Follow-up,30
ACT-001053,2025-07-22,D-00286,Diego (AE),Demo,Sent Proposal,42
ACT-001054,2026-02-14,D-00400,Bruno (AE),Meeting,No Answer,65
ACT-001055,2025-09-12,D-00480,Diego (AE),Call,Sent Proposal,5
ACT-001056,2026-02-12,D-00077,Eva (SDR),WhatsApp,Follow-up,0
ACT-001057,2026-02-15,D-00214,Eva (SDR),WhatsApp,Follow-up,0
ACT-001058,2025-11-11,D-00069,Ana (AE),WhatsApp,Connected,0
ACT-001059,2026-01-11,D-00493,Bruno (AE),WhatsApp,Demo Scheduled,0
ACT-001060,2025-06-24,D-00249,Diego (AE),WhatsApp,Follow-up,0
ACT-001061,2025-10-18,D-00401,Diego (AE),Call,Demo Scheduled,14
ACT-001062,2025-02-17,D-00232,Diego (AE),Call,No Answer,24
ACT-001063,2025-07-22,D-00211,Ana (AE),Call,Connected,46
ACT-001064,2025-05-18,D-00012,Eva (SDR),Meeting,Follow-up,65
ACT-001065,2025-01-26,D-00238,Diego (AE),Email,Connected,0
ACT-001066,2026-02-07,D-00466,Carla (AE),Call,Sent Proposal,48
ACT-001067,2025-08-14,D-00279,Eva (SDR),Email,Demo Scheduled,0
ACT-001068,2026-02-18,D-00116,Carla (AE),Email,Follow-up,0
ACT-001069,2025-12-13,D-00499,Bruno (AE),Call,Connected,51
ACT-001070,2025-10-10,D-00248,Bruno (AE),WhatsApp,Sent Proposal,0
ACT-001071,2026-02-05,D-00432,Carla (AE),Meeting,Demo Scheduled,40
ACT-001072,2025-01-19,D-00283,Ana (AE),Meeting,No Answer,37
ACT-001073,2025-10-10,D-00366,Ana (AE),Call,Follow-up,67
ACT-001074,2025-08-12,D-00249,Diego (AE),Email,Follow-up,0
ACT-001075,2026-01-19,D-00273,Eva (SDR),Demo,Demo Scheduled,67
ACT-001076,2025-08-15,D-00385,Eva (SDR),Meeting,Sent Proposal,53
ACT-001077,2025-04-21,D-00044,Carla (AE),Call,Demo Scheduled,17
ACT-001078,2025-03-24,D-00098,Ana (AE),Demo,Connected,58
ACT-001079,2026-02-08,D-00404,Eva (SDR),WhatsApp,No Answer,0
ACT-001080,2026-01-17,D-00451,Ana (AE),Meeting,Follow-up,56
ACT-001081,2026-01-27,D-00443,Diego (AE),Demo,Connected,28
ACT-001082,2026-01-23,D-00025,Carla (AE),Demo,Connected,57
ACT-001083,2025-04-10,D-00030,Eva (SDR),WhatsApp,Connected,0
ACT-001084,2025-05-24,D-00353,Carla (AE),Demo,Connected,62
ACT-001085,2025-04-18,D-00049,Ana (AE),Email,Sent Proposal,0
ACT-001086,2025-12-31,D-00270,Ana (AE),Call,Demo Scheduled,75
ACT-001087,2025-05-09,D-00330,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-001088,2025-08-13,D-00177,Diego (AE),Demo,No Answer,73
ACT-001089,2025-06-05,D-00234,Carla (AE),WhatsApp,Connected,0
ACT-001090,2026-02-08,D-00093,Eva (SDR),Email,Follow-up,0
ACT-001091,2025-05-28,D-00191,Eva (SDR),Call,Demo Scheduled,67
ACT-001092,2025-02-10,D-00360,Diego (AE),WhatsApp,Demo Scheduled,0
ACT-001093,2024-11-25,D-00164,Bruno (AE),Email,Connected,0
ACT-001094,2026-02-07,D-00318,Eva (SDR),WhatsApp,Follow-up,0
ACT-001095,2025-03-06,D-00183,Eva (SDR),Meeting,Connected,16
ACT-001096,2026-02-13,D-00093,Eva (SDR),Meeting,Demo Scheduled,56
ACT-001097,2025-12-29,D-00270,Ana (AE),WhatsApp,Follow-up,0
ACT-001098,2024-12-28,D-00407,Eva (SDR),Demo,Connected,42
ACT-001099,2025-12-25,D-00085,Eva (SDR),Demo,No Answer,10
ACT-001100,2025-03-19,D-00252,Ana (AE),Call,Sent Proposal,8
ACT-001101,2025-11-06,D-00507,Diego (AE),WhatsApp,Sent Proposal,0
ACT-001102,2024-12-26,D-00252,Ana (AE),Email,Demo Scheduled,0
ACT-001103,2025-01-04,D-00149,Ana (AE),Email,Sent Proposal,0
ACT-001104,2025-01-11,D-00495,Bruno (AE),Email,Follow-up,0
ACT-001105,2025-04-27,D-00197,Eva (SDR),Call,Follow-up,56
ACT-001106,2025-01-04,D-00397,Carla (AE),WhatsApp,Sent Proposal,0
ACT-001107,2026-02-04,D-00270,Ana (AE),Email,Sent Proposal,0
ACT-001108,2025-05-17,D-00241,Diego (AE),Meeting,Connected,22
ACT-001109,2025-03-31,D-00330,Diego (AE),WhatsApp,Follow-up,0
ACT-001110,2026-01-30,D-00099,Carla (AE),WhatsApp,Follow-up,0
ACT-001111,2026-02-18,D-00108,Diego (AE),WhatsApp,Connected,0
ACT-001112,2026-01-18,D-00357,Eva (SDR),WhatsApp,Connected,0
ACT-001113,2026-01-16,D-00276,Bruno (AE),WhatsApp,No Answer,0
ACT-001114,2025-12-27,D-00449,Eva (SDR),Meeting,Connected,26
ACT-001115,2025-03-05,D-00023,Bruno (AE),Email,Follow-up,0
ACT-001116,2025-08-24,D-00356,Bruno (AE),Demo,Connected,50
ACT-001117,2025-09-01,D-00067,Carla (AE),Meeting,Sent Proposal,8
ACT-001118,2025-12-09,D-00503,Carla (AE),WhatsApp,Sent Proposal,0
ACT-001119,2026-01-24,D-00406,Ana (AE),Meeting,No Answer,43
ACT-001120,2024-11-23,D-00339,Bruno (AE),Meeting,Demo Scheduled,57
ACT-001121,2025-12-27,D-00148,Bruno (AE),Demo,Sent Proposal,11
ACT-001122,2026-01-21,D-00367,Diego (AE),Call,Sent Proposal,13
ACT-001123,2025-06-02,D-00424,Diego (AE),WhatsApp,Connected,0
ACT-001124,2026-02-13,D-00184,Bruno (AE),Call,Follow-up,68
ACT-001125,2025-11-08,D-00123,Ana (AE),Call,Sent Proposal,54
ACT-001126,2025-03-10,D-00418,Carla (AE),Meeting,Connected,48
ACT-001127,2024-12-22,D-00188,Eva (SDR),Email,Connected,0
ACT-001128,2025-02-21,D-00441,Eva (SDR),Email,Connected,0
ACT-001129,2025-09-09,D-00412,Ana (AE),Call,Sent Proposal,15
ACT-001130,2025-12-19,D-00348,Diego (AE),WhatsApp,Follow-up,0
ACT-001131,2025-10-27,D-00021,Ana (AE),Call,Follow-up,52
ACT-001132,2025-04-06,D-00098,Ana (AE),Call,Sent Proposal,6
ACT-001133,2025-06-04,D-00005,Ana (AE),Email,Connected,0
ACT-001134,2026-02-15,D-00384,Eva (SDR),Call,Connected,68
ACT-001135,2026-02-14,D-00187,Ana (AE),Call,No Answer,24
ACT-001136,2026-01-10,D-00384,Eva (SDR),Call,No Answer,27
ACT-001137,2025-09-05,D-00520,Eva (SDR),WhatsApp,No Answer,0
ACT-001138,2025-05-24,D-00040,Bruno (AE),Demo,Demo Scheduled,20
ACT-001139,2025-03-23,D-00320,Diego (AE),Call,Follow-up,71
ACT-001140,2025-10-07,D-00172,Carla (AE),Email,Follow-up,0
ACT-001141,2025-07-20,D-00346,Ana (AE),Demo,Follow-up,54
ACT-001142,2024-09-29,D-00459,Eva (SDR),Meeting,Connected,36
ACT-001143,2025-09-08,D-00375,Eva (SDR),Call,Demo Scheduled,29
ACT-001144,2025-06-21,D-00414,Eva (SDR),Email,Sent Proposal,0
ACT-001145,2025-06-19,D-00492,Eva (SDR),Call,Follow-up,46
ACT-001146,2026-02-11,D-00404,Eva (SDR),Meeting,Connected,46
ACT-001147,2026-01-05,D-00139,Carla (AE),WhatsApp,Connected,0
ACT-001148,2025-02-07,D-00437,Bruno (AE),Email,Connected,0
ACT-001149,2026-01-05,D-00025,Carla (AE),Call,Follow-up,54
ACT-001150,2025-12-18,D-00314,Carla (AE),Demo,Demo Scheduled,12
ACT-001151,2025-01-15,D-00043,Carla (AE),Demo,No Answer,74
ACT-001152,2025-05-26,D-00178,Carla (AE),WhatsApp,Follow-up,0
ACT-001153,2025-04-12,D-00049,Ana (AE),Email,No Answer,0
ACT-001154,2025-10-02,D-00054,Eva (SDR),WhatsApp,Follow-up,0
ACT-001155,2025-04-04,D-00183,Eva (SDR),Email,Follow-up,0
ACT-001156,2025-09-02,D-00220,Ana (AE),Email,Connected,0
ACT-001157,2026-02-12,D-00227,Diego (AE),Email,Follow-up,0
ACT-001158,2025-08-01,D-00508,Diego (AE),Meeting,Follow-up,10
ACT-001159,2025-12-10,D-00391,Ana (AE),Demo,Connected,42
ACT-001160,2025-05-13,D-00005,Ana (AE),Meeting,Sent Proposal,47
ACT-001161,2025-01-06,D-00182,Eva (SDR),WhatsApp,No Answer,0
ACT-001162,2025-07-31,D-00412,Ana (AE),Call,Follow-up,38
ACT-001163,2026-02-13,D-00433,Carla (AE),Meeting,Demo Scheduled,44
ACT-001164,2026-02-16,D-00210,Ana (AE),Email,Connected,0
ACT-001165,2025-07-27,D-00424,Diego (AE),Email,Sent Proposal,0
ACT-001166,2026-02-02,D-00500,Bruno (AE),Meeting,Follow-up,55
ACT-001167,2025-03-22,D-00043,Carla (AE),Call,Follow-up,14
ACT-001168,2024-10-12,D-00118,Bruno (AE),Call,Demo Scheduled,13
ACT-001169,2025-04-14,D-00188,Eva (SDR),Email,Sent Proposal,0
ACT-001170,2025-06-07,D-00263,Eva (SDR),Email,Connected,0
ACT-001171,2025-09-13,D-00268,Ana (AE),WhatsApp,No Answer,0
ACT-001172,2025-02-05,D-00207,Carla (AE),Meeting,No Answer,21
ACT-001173,2025-04-14,D-00037,Eva (SDR),Email,Connected,0
ACT-001174,2026-01-16,D-00039,Bruno (AE),Call,Demo Scheduled,13
ACT-001175,2025-09-25,D-00248,Bruno (AE),Meeting,No Answer,23
ACT-001176,2026-01-18,D-00453,Carla (AE),WhatsApp,Follow-up,0
ACT-001177,2025-09-26,D-00516,Ana (AE),WhatsApp,Follow-up,0
ACT-001178,2026-02-17,D-00045,Eva (SDR),Demo,No Answer,37
ACT-001179,2026-01-03,D-00180,Ana (AE),Email,Sent Proposal,0
ACT-001180,2026-01-07,D-00058,Bruno (AE),Email,Sent Proposal,0
ACT-001181,2025-02-08,D-00518,Bruno (AE),Call,Follow-up,47
ACT-001182,2025-02-23,D-00450,Carla (AE),Demo,Connected,36
ACT-001183,2026-01-15,D-00295,Ana (AE),Call,Follow-up,45
ACT-001184,2025-12-05,D-00059,Carla (AE),Meeting,No Answer,73
ACT-001185,2025-11-01,D-00018,Carla (AE),WhatsApp,Follow-up,0
ACT-001186,2025-05-01,D-00330,Diego (AE),Call,Sent Proposal,34
ACT-001187,2025-05-03,D-00007,Eva (SDR),Call,Connected,54
ACT-001188,2025-10-12,D-00123,Ana (AE),WhatsApp,Connected,0
ACT-001189,2024-11-15,D-00076,Bruno (AE),Meeting,Sent Proposal,54
ACT-001190,2025-11-02,D-00290,Bruno (AE),Email,Sent Proposal,0
ACT-001191,2025-01-10,D-00244,Ana (AE),Meeting,No Answer,63
ACT-001192,2025-10-18,D-00491,Carla (AE),Email,Demo Scheduled,0
ACT-001193,2026-01-09,D-00230,Bruno (AE),Email,Follow-up,0
ACT-001194,2025-05-11,D-00398,Eva (SDR),Demo,No Answer,7
ACT-001195,2026-02-14,D-00443,Diego (AE),Email,Connected,0
